Client_Num,Card_Category,Annual_Fees,Activation_30_Days,Customer_Acq_Cost,Week_Start_Date,Week_Num,Qtr,current_year,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Vol,Avg_Utilization_Ratio,Use Chip,Exp Type,Interest_Earned,Delinquent_Acc,number,Income,Revenue,
713686008,Blue,300,0,90,09/04/2023,Week-15,Q2,2023,11474,0,13041,98,0,Swipe ,Food,2477.79,0,2880,123337,15818.79,
713687508,Blue,125,0,171,09/04/2023,Week-15,Q2,2023,9944,1606,3159,69,0.162,Swipe ,Grocery,852.93,0,2881,35172,4136.93,
713688933,Blue,100,1,87,09/04/2023,Week-15,Q2,2023,8798,1509,8020,74,0.172,Swipe ,Bills,2325.8,0,2882,110056,10445.8,
713691633,Gold,370,0,94,09/04/2023,Week-15,Q2,2023,3076,0,15514,123,0,Online ,Food,2792.52,0,2883,215936,18676.52,
713692683,Blue,405,1,113,09/04/2023,Week-15,Q2,2023,2243,1944,3216,77,0.867,Swipe ,Fuel,707.52,0,2884,35582,4328.52,
713693958,Blue,100,0,73,09/04/2023,Week-15,Q2,2023,8638,0,1295,29,0,Swipe ,Bills,155.4,0,2885,11418,1550.4,
713695158,Blue,470,0,144,09/04/2023,Week-15,Q2,2023,1562,1057,5019,78,0.677,Swipe ,Grocery,451.71,0,2886,90062,5940.71,
713696808,Blue,320,1,69,09/04/2023,Week-15,Q2,2023,1801,316,2252,42,0.175,Swipe ,Bills,360.32,0,2887,24244,2932.32,
713697933,Blue,470,0,84,09/04/2023,Week-15,Q2,2023,34516,1264,7827,77,0.037,Swipe ,Entertainment,1330.59,0,2888,108174,9627.59,
713700258,Blue,490,1,135,09/04/2023,Week-15,Q2,2023,2953,1896,4644,79,0.642,Swipe ,Fuel,975.24,0,2889,72423,6109.24,
713701533,Blue,485,1,46,09/04/2023,Week-15,Q2,2023,9773,1998,3578,71,0.204,Swipe ,Fuel,536.7,0,2890,39041,4599.7,
713705358,Blue,355,0,85,09/04/2023,Week-15,Q2,2023,7349,994,13970,109,0.135,Swipe ,Fuel,4051.3,0,2891,147671,18376.3,
713706258,Blue,330,1,119,09/04/2023,Week-15,Q2,2023,1438.3,773,4890,63,0.537,Swipe ,Entertainment,978,0,2892,83821,6198,
713708358,Silver,125,0,81,09/04/2023,Week-15,Q2,2023,19594,971,12429,111,0.05,Swipe ,Bills,1615.77,0,2893,119617,14169.77,
713709258,Blue,95,1,72,09/04/2023,Week-15,Q2,2023,2142,1369,4424,88,0.639,Online ,Grocery,973.28,0,2894,61838,5492.28,
713710383,Blue,200,1,107,09/04/2023,Week-15,Q2,2023,18008,2517,2659,55,0.14,Swipe ,Grocery,345.67,0,2895,31244,3204.67,
713713983,Blue,390,0,88,09/04/2023,Week-15,Q2,2023,2899,1952,4906,94,0.673,Swipe ,Fuel,1079.32,0,2896,84962,6375.32,
713717283,Blue,225,1,74,09/04/2023,Week-15,Q2,2023,2473,2332,1738,32,0.943,Swipe ,Entertainment,486.64,0,2897,14975,2449.64,
713718558,Blue,290,0,108,09/04/2023,Week-15,Q2,2023,2403,0,3393,64,0,Swipe ,Entertainment,475.02,0,2898,36961,4158.02,
713722608,Blue,140,1,50,09/04/2023,Week-15,Q2,2023,2806,2514,1757,35,0.896,Chip ,Fuel,298.69,0,2899,15131,2195.69,
713723433,Blue,270,0,111,09/04/2023,Week-15,Q2,2023,5721,0,4188,79,0,Swipe ,Bills,544.44,0,2900,52904,5002.44,
713725683,Blue,300,1,66,09/04/2023,Week-15,Q2,2023,3282,1843,2614,79,0.562,Swipe ,Bills,209.12,0,2901,30771,3123.12,
713726958,Blue,350,0,138,09/04/2023,Week-15,Q2,2023,1728,0,2191,38,0,Swipe ,Bills,482.02,0,2902,23256,3023.02,
713730108,Blue,340,1,78,09/04/2023,Week-15,Q2,2023,11596,1258,4686,67,0.108,Swipe ,Grocery,796.62,0,2903,74154,5822.62,
713730933,Blue,490,1,101,09/04/2023,Week-15,Q2,2023,1438.3,0,1739,44,0,Online ,Bills,330.41,0,2904,14975,2559.41,
713732883,Blue,340,1,78,09/04/2023,Week-15,Q2,2023,1679,0,4771,81,0,Swipe ,Fuel,429.39,0,2905,77658,5540.39,
713733633,Blue,300,1,95,09/04/2023,Week-15,Q2,2023,13303,2517,10219,85,0.189,Chip ,Travel,2759.13,0,2906,119373,13278.13,
713734758,Blue,450,1,55,09/04/2023,Week-15,Q2,2023,6729,2375,2080,50,0.353,Swipe ,Entertainment,249.6,0,2907,21252,2779.6,
713735508,Blue,410,0,123,09/04/2023,Week-15,Q2,2023,11927,675,1986,36,0.057,Swipe ,Bills,198.6,0,2908,19661,2594.6,
713736333,Blue,150,1,88,09/04/2023,Week-15,Q2,2023,3606,0,1829,41,0,Swipe ,Grocery,493.83,0,2909,16544,2472.83,
713738883,Blue,245,1,65,09/04/2023,Week-15,Q2,2023,3136,1422,1260,34,0.453,Swipe ,Entertainment,277.2,0,2910,10861,1782.2,
713739708,Blue,350,1,94,09/04/2023,Week-15,Q2,2023,2415,2050,4479,71,0.849,Swipe ,Entertainment,940.59,0,2911,64507,5769.59,
713740533,Blue,455,1,97,09/04/2023,Week-15,Q2,2023,2775,1664,2478,52,0.6,Swipe ,Bills,669.06,0,2912,28285,3602.06,
713741358,Blue,175,0,79,09/04/2023,Week-15,Q2,2023,32975,2517,597,17,0.076,Swipe ,Bills,137.31,0,2913,1250,909.31,
713743158,Blue,250,1,112,09/04/2023,Week-15,Q2,2023,19063,1714,1270,21,0.09,Swipe ,Bills,241.3,0,2914,11012,1761.3,
713744058,Blue,350,0,80,09/04/2023,Week-15,Q2,2023,2359,1509,5232,78,0.64,Chip ,Bills,313.92,0,2915,96541,5895.92,
713745783,Gold,125,0,97,09/04/2023,Week-15,Q2,2023,34516,1452,2336,49,0.042,Swipe ,Grocery,420.48,0,2916,25844,2881.48,
713746608,Blue,490,1,70,09/04/2023,Week-15,Q2,2023,8446,908,4240,67,0.108,Swipe ,Entertainment,720.8,0,2917,54879,5450.8,
713747733,Blue,485,1,111,09/04/2023,Week-15,Q2,2023,3096,2217,2011,41,0.716,Swipe ,Bills,120.66,0,2918,20154,2616.66,
713748708,Blue,200,1,99,09/04/2023,Week-15,Q2,2023,1438.3,0,1757,44,0,Swipe ,Fuel,404.11,0,2919,15178,2361.11,
713750583,Blue,470,1,77,09/04/2023,Week-15,Q2,2023,1928,1125,2190,30,0.584,Swipe ,Bills,284.7,0,2920,23255,2944.7,
713755458,Blue,455,1,95,09/04/2023,Week-15,Q2,2023,9959,952,10310,63,0.096,Chip ,Travel,721.7,0,2921,119385,11486.7,
713756508,Blue,300,1,77,09/04/2023,Week-15,Q2,2023,4213,997,1264,30,0.237,Swipe ,Bills,126.4,0,2922,10901,1690.4,
713757633,Blue,490,1,89,09/04/2023,Week-15,Q2,2023,7427,1303,1596,42,0.175,Swipe ,Entertainment,351.12,0,2923,14975,2437.12,
713758758,Gold,395,0,69,09/04/2023,Week-15,Q2,2023,14581,2517,17628,109,0.173,Swipe ,Bills,4759.56,0,2924,238949,22782.56,
713759583,Blue,125,0,110,16/04/2023,Week-16,Q2,2023,3173,1822,4883,71,0.574,Swipe ,Fuel,634.79,0,2925,83045,5642.79,
713761608,Silver,125,0,74,16/04/2023,Week-16,Q2,2023,34516,1652,8450,90,0.048,Swipe ,Food,845,0,2926,114593,9420,
713763633,Blue,320,1,111,16/04/2023,Week-16,Q2,2023,3014,794,1488,30,0.263,Swipe ,Grocery,312.48,0,2927,14975,2120.48,
713764458,Blue,295,1,158,16/04/2023,Week-16,Q2,2023,10620,2090,3453,68,0.197,Swipe ,Bills,932.31,0,2928,37569,4680.31,
713766183,Blue,375,1,128,16/04/2023,Week-16,Q2,2023,16156,2517,4160,81,0.156,Swipe ,Bills,956.8,0,2929,52220,5491.8,
713767383,Blue,150,1,96,16/04/2023,Week-16,Q2,2023,2062,1665,2397,41,0.807,Swipe ,Bills,599.25,0,2930,26609,3146.25,
713768358,Blue,245,0,114,16/04/2023,Week-16,Q2,2023,7935,888,15380,122,0.112,Chip ,Travel,3383.6,0,2931,212278,19008.6,
713769258,Blue,125,0,107,16/04/2023,Week-16,Q2,2023,17116,939,2547,45,0.055,Swipe ,Travel,407.52,0,2932,29519,3079.52,
713770383,Blue,295,1,78,16/04/2023,Week-16,Q2,2023,2926,0,2775,74,0,Swipe ,Entertainment,721.5,0,2933,32375,3791.5,
713772333,Blue,190,0,110,16/04/2023,Week-16,Q2,2023,3223,243,1979,38,0.075,Swipe ,Entertainment,395.8,0,2934,19586,2564.8,
713773458,Blue,480,0,120,16/04/2023,Week-16,Q2,2023,7567,1173,1435,32,0.155,Swipe ,Bills,387.45,0,2935,14038,2302.45,
713777883,Blue,300,0,98,16/04/2023,Week-16,Q2,2023,6853,1679,3543,52,0.245,Swipe ,Entertainment,850.32,0,2936,38590,4693.32,
713779908,Blue,200,1,119,16/04/2023,Week-16,Q2,2023,2189,1666,1287,36,0.761,Swipe ,Bills,244.53,0,2937,11279,1731.53,
713782608,Blue,125,0,72,16/04/2023,Week-16,Q2,2023,2652,2386,5329,83,0.9,Swipe ,Food,1065.8,0,2938,98081,6519.8,
713784558,Blue,100,0,116,16/04/2023,Week-16,Q2,2023,3510,941,4833,77,0.268,Swipe ,Food,1063.26,0,2939,80014,5996.26,
713785608,Blue,480,1,73,16/04/2023,Week-16,Q2,2023,2960,0,4918,63,0,Online ,Bills,491.8,0,2940,85402,5889.8,
713786508,Blue,370,1,46,16/04/2023,Week-16,Q2,2023,2038,0,1238,28,0,Swipe ,Bills,272.36,0,2941,10538,1880.36,
713787333,Blue,470,0,164,16/04/2023,Week-16,Q2,2023,3818,1142,14731,113,0.299,Chip ,Travel,2062.34,0,2942,181930,17263.34,
713788083,Blue,460,1,87,16/04/2023,Week-16,Q2,2023,1624,0,1897,35,0,Chip ,Bills,113.82,0,2943,17999,2470.82,
713789883,Blue,250,0,117,16/04/2023,Week-16,Q2,2023,1479,1004,5116,75,0.679,Chip ,Travel,767.4,0,2944,93885,6133.4,
713790708,Blue,330,0,52,16/04/2023,Week-16,Q2,2023,3421,2308,2269,39,0.675,Swipe ,Bills,476.49,0,2945,24531,3075.49,
713792583,Blue,400,1,94,16/04/2023,Week-16,Q2,2023,10351,1356,4572,76,0.131,Swipe ,Bills,868.68,0,2946,69108,5840.68,
713796033,Blue,440,1,108,16/04/2023,Week-16,Q2,2023,4738,0,1900,36,0,Chip ,Travel,152,0,2947,18087,2492,
713798958,Blue,200,1,89,16/04/2023,Week-16,Q2,2023,1946,1430,4643,87,0.735,Swipe ,Food,1160.75,0,2948,72413,6003.75,
713800158,Blue,355,0,117,16/04/2023,Week-16,Q2,2023,2994,2351,1540,32,0.785,Swipe ,Entertainment,184.8,0,2949,14975,2079.8,
713803158,Blue,430,0,72,16/04/2023,Week-16,Q2,2023,9246,0,4611,91,0,Chip ,Entertainment,276.66,0,2950,70866,5317.66,
713804058,Blue,125,1,108,16/04/2023,Week-16,Q2,2023,4187,2199,4647,81,0.525,Chip ,Bills,882.93,0,2951,72516,5654.93,
713804883,Blue,340,0,115,16/04/2023,Week-16,Q2,2023,1836,0,1799,28,0,Swipe ,Fuel,359.8,0,2952,16038,2498.8,
713808633,Silver,420,1,95,16/04/2023,Week-16,Q2,2023,10850,1873,13794,127,0.173,Swipe ,Bills,4000.26,0,2953,141776,18214.26,
713809833,Blue,355,1,89,16/04/2023,Week-16,Q2,2023,9749,859,4684,86,0.088,Swipe ,Bills,702.6,0,2954,74115,5741.6,
713810658,Blue,395,1,118,16/04/2023,Week-16,Q2,2023,3384,799,13152,100,0.236,Swipe ,Grocery,1578.24,1,2955,126113,15125.24,
713814408,Blue,285,0,97,16/04/2023,Week-16,Q2,2023,7901,1184,3667,66,0.15,Online ,Entertainment,550.05,1,2956,40083,4502.05,
713815383,Blue,385,1,79,16/04/2023,Week-16,Q2,2023,11778,0,2147,44,0,Chip ,Entertainment,579.69,1,2957,22497,3111.69,
713818158,Blue,250,0,120,16/04/2023,Week-16,Q2,2023,5068,991,5173,64,0.196,Swipe ,Bills,1344.98,1,2958,95184,6767.98,
713819283,Blue,335,1,82,16/04/2023,Week-16,Q2,2023,25197,2517,3002,58,0.1,Swipe ,Entertainment,630.42,1,2959,34152,3967.42,
713822208,Blue,200,1,87,16/04/2023,Week-16,Q2,2023,4836,493,1870,45,0.102,Swipe ,Bills,280.5,1,2960,17400,2350.5,
713823033,Blue,250,0,99,16/04/2023,Week-16,Q2,2023,8149,0,808,30,0,Swipe ,Entertainment,161.6,1,2961,2565,1219.6,
713824983,Blue,200,1,69,16/04/2023,Week-16,Q2,2023,8401,1085,7697,98,0.129,Swipe ,Entertainment,2001.22,1,2962,106743,9898.22,
713826183,Blue,340,1,96,16/04/2023,Week-16,Q2,2023,1639,0,2242,44,0,Online ,Entertainment,493.24,0,2963,24066,3075.24,
713827383,Blue,200,0,67,16/04/2023,Week-16,Q2,2023,3198,2493,1936,44,0.78,Swipe ,Bills,503.36,0,2964,18800,2639.36,
713828208,Blue,200,1,63,16/04/2023,Week-16,Q2,2023,8311,0,1895,57,0,Swipe ,Fuel,379,0,2965,17952,2474,
713830233,Blue,395,1,96,16/04/2023,Week-16,Q2,2023,7061,1813,1831,60,0.257,Swipe ,Bills,384.51,0,2966,16611,2610.51,
713833233,Silver,250,0,87,16/04/2023,Week-16,Q2,2023,34516,1768,15134,124,0.051,Chip ,Travel,4388.86,0,2967,201492,19772.86,
713834358,Blue,475,0,105,16/04/2023,Week-16,Q2,2023,4701,1492,1679,32,0.317,Swipe ,Entertainment,268.64,0,2968,14975,2422.64,
713835258,Blue,140,0,55,16/04/2023,Week-16,Q2,2023,3088,2083,1561,40,0.675,Swipe ,Fuel,171.71,0,2969,14975,1872.71,
713837058,Blue,295,0,71,16/04/2023,Week-16,Q2,2023,2571,1955,1234,24,0.76,Swipe ,Bills,222.12,0,2970,10470,1751.12,
713843283,Silver,125,1,52,16/04/2023,Week-16,Q2,2023,34516,2053,1487,26,0.059,Swipe ,Bills,252.79,0,2971,14975,1864.79,
713845083,Blue,125,1,77,16/04/2023,Week-16,Q2,2023,4203,2517,1489,43,0.599,Swipe ,Bills,193.57,0,2972,14975,1807.57,
713847858,Blue,300,1,114,16/04/2023,Week-16,Q2,2023,1438.3,0,1849,43,0,Chip ,Grocery,203.39,0,2973,17074,2352.39,
713850783,Blue,405,0,136,16/04/2023,Week-16,Q2,2023,4263,0,4876,70,0,Swipe ,Grocery,1316.52,0,2974,82726,6597.52,
713852958,Silver,320,1,81,16/04/2023,Week-16,Q2,2023,31501,1810,3893,81,0.057,Chip ,Fuel,739.67,0,2975,44603,4952.67,
713853858,Silver,175,1,96,16/04/2023,Week-16,Q2,2023,34516,1433,2589,57,0.042,Chip ,Entertainment,673.14,0,2976,30341,3437.14,
713854608,Blue,125,0,60,16/04/2023,Week-16,Q2,2023,9521,1669,2444,63,0.175,Swipe ,Entertainment,317.72,0,2977,27575,2886.72,
713856708,Blue,450,1,113,16/04/2023,Week-16,Q2,2023,6798,2517,4327,79,0.37,Chip ,Bills,735.59,0,2978,57928,5512.59,
713857758,Blue,470,0,112,16/04/2023,Week-16,Q2,2023,5842,198,1828,44,0.034,Chip ,Grocery,383.88,0,2979,16533,2681.88,
713858733,Blue,395,0,98,16/04/2023,Week-16,Q2,2023,2566,2164,4344,73,0.843,Online ,Food,1259.76,0,2980,58450,5998.76,
713861733,Blue,95,1,70,16/04/2023,Week-16,Q2,2023,34516,1542,1770,65,0.045,Swipe ,Bills,460.2,0,2981,15474,2325.2,
713865333,Blue,435,0,97,16/04/2023,Week-16,Q2,2023,4908,0,827,21,0,Swipe ,Bills,157.13,0,2982,2565,1419.13,
713866308,Blue,370,0,157,16/04/2023,Week-16,Q2,2023,15100,2004,4135,76,0.133,Swipe ,Food,620.25,0,2983,51352,5125.25,
713868033,Silver,320,1,74,16/04/2023,Week-16,Q2,2023,34516,1484,16373,114,0.043,Chip ,Grocery,3602.06,0,2984,233828,20295.06,
713869083,Blue,150,0,109,16/04/2023,Week-16,Q2,2023,29394,1002,14901,92,0.034,Swipe ,Bills,1341.09,0,2985,188775,16392.09,
713870958,Platinum,125,1,76,16/04/2023,Week-16,Q2,2023,34516,0,8416,93,0,Swipe ,Bills,1935.68,0,2986,114091,10476.68,
713872008,Blue,350,1,90,16/04/2023,Week-16,Q2,2023,2215,1347,4656,72,0.608,Swipe ,Bills,1070.88,0,2987,72963,6076.88,
713872833,Blue,280,0,77,16/04/2023,Week-16,Q2,2023,10753,1845,7302,80,0.172,Swipe ,Entertainment,438.12,0,2988,102583,8020.12,
713873658,Blue,345,0,87,16/04/2023,Week-16,Q2,2023,2701,1986,4767,76,0.735,Swipe ,Food,1144.08,0,2989,77389,6256.08,
713876958,Blue,430,0,83,16/04/2023,Week-16,Q2,2023,14140,845,5036,76,0.06,Chip ,Grocery,654.68,0,2990,90858,6120.68,
713879283,Blue,125,1,56,16/04/2023,Week-16,Q2,2023,4580,1300,1694,34,0.284,Swipe ,Fuel,474.32,0,2991,14975,2293.32,
713880633,Blue,150,1,99,16/04/2023,Week-16,Q2,2023,5905,0,8883,83,0,Chip ,Travel,1776.6,0,2992,117185,10809.6,
713884458,Blue,175,1,115,16/04/2023,Week-16,Q2,2023,8783,2142,4425,83,0.244,Swipe ,Travel,708,0,2993,61907,5308,
713886333,Blue,175,1,116,16/04/2023,Week-16,Q2,2023,18660,728,1682,43,0.039,Chip ,Bills,386.86,0,2994,14975,2243.86,
713889933,Blue,125,0,86,16/04/2023,Week-16,Q2,2023,1638,0,1536,44,0,Swipe ,Bills,138.24,0,2995,14975,1799.24,
713891133,Blue,190,1,91,16/04/2023,Week-16,Q2,2023,1438.3,834,1890,43,0.58,Swipe ,Grocery,340.2,0,2996,17879,2420.2,
713893308,Blue,370,0,116,16/04/2023,Week-16,Q2,2023,3291,1607,1984,38,0.488,Swipe ,Entertainment,396.8,0,2997,19654,2750.8,
713894358,Gold,300,0,89,16/04/2023,Week-16,Q2,2023,34516,814,7889,98,0.024,Swipe ,Bills,552.23,0,2998,108724,8741.23,
713895633,Blue,285,0,73,16/04/2023,Week-16,Q2,2023,8331,0,14324,103,0,Swipe ,Food,4153.96,0,2999,162630,18762.96,
713896533,Blue,445,1,106,16/04/2023,Week-16,Q2,2023,9442,838,3157,63,0.089,Swipe ,Grocery,252.56,0,3000,35155,3854.56,
713899383,Blue,140,1,115,16/04/2023,Week-16,Q2,2023,3688,606,14596,120,0.164,Chip ,Travel,2919.2,0,3001,176762,17655.2,
713901108,Blue,420,1,106,16/04/2023,Week-16,Q2,2023,14575,0,3444,80,0,Swipe ,Bills,861,0,3002,37468,4725,
713902983,Blue,390,1,87,16/04/2023,Week-16,Q2,2023,1676,1372,4381,77,0.819,Swipe ,Bills,832.39,0,3003,59716,5603.39,
713904708,Blue,325,1,77,16/04/2023,Week-16,Q2,2023,7582,1942,4926,85,0.256,Swipe ,Fuel,1280.76,0,3004,85945,6531.76,
713905608,Blue,245,0,84,16/04/2023,Week-16,Q2,2023,8869,0,3270,63,0,Chip ,Travel,882.9,0,3005,35818,4397.9,
713906508,Blue,365,1,109,16/04/2023,Week-16,Q2,2023,2837,834,3892,69,0.294,Swipe ,Food,1089.76,0,3006,44578,5346.76,
713907633,Blue,250,0,99,16/04/2023,Week-16,Q2,2023,5397,1265,7791,84,0.234,Swipe ,Entertainment,857.01,0,3007,107941,8898.01,
713908683,Blue,355,0,104,16/04/2023,Week-16,Q2,2023,18749,1314,1381,33,0.07,Swipe ,Entertainment,151.91,0,3008,12895,1887.91,
713910108,Blue,475,0,118,16/04/2023,Week-16,Q2,2023,3946,2375,1646,43,0.602,Swipe ,Bills,197.52,0,3009,14975,2318.52,
713911233,Silver,345,0,91,16/04/2023,Week-16,Q2,2023,18341,1060,7584,85,0.058,Swipe ,Food,1137.6,0,3010,105124,9066.6,
713914683,Blue,175,0,102,16/04/2023,Week-16,Q2,2023,1484,885,4819,74,0.596,Swipe ,Food,481.9,0,3011,79597,5475.9,
713916708,Gold,370,1,112,16/04/2023,Week-16,Q2,2023,34516,2435,7758,98,0.071,Swipe ,Fuel,543.06,0,3012,107595,8671.06,
713918358,Blue,375,1,66,16/04/2023,Week-16,Q2,2023,5190,1682,4900,81,0.324,Swipe ,Travel,735,0,3013,84581,6010,
713919183,Blue,250,1,63,16/04/2023,Week-16,Q2,2023,13824,1582,4630,74,0.114,Swipe ,Grocery,324.1,0,3014,71809,5204.1,
713920158,Blue,245,1,111,16/04/2023,Week-16,Q2,2023,13733,0,1591,30,0,Swipe ,Bills,127.28,0,3015,14975,1963.28,
713921058,Blue,225,1,41,16/04/2023,Week-16,Q2,2023,2897,1601,1337,25,0.553,Swipe ,Bills,106.96,0,3016,12106,1668.96,
713922183,Blue,450,1,116,16/04/2023,Week-16,Q2,2023,2507,1259,4461,73,0.502,Swipe ,Bills,267.66,0,3017,63778,5178.66,
713923233,Blue,300,0,60,16/04/2023,Week-16,Q2,2023,2790,2185,3392,86,0.783,Swipe ,Fuel,814.08,0,3018,36942,4506.08,
713924283,Blue,385,1,78,16/04/2023,Week-16,Q2,2023,11859,1644,8930,79,0.139,Chip ,Travel,1786,0,3019,117431,11101,
713926308,Blue,410,1,115,16/04/2023,Week-16,Q2,2023,2624,1458,4487,61,0.556,Chip ,Bills,1076.88,0,3020,64868,5973.88,
713927283,Blue,125,0,105,16/04/2023,Week-16,Q2,2023,2884,2517,4809,87,0.873,Swipe ,Fuel,1394.61,0,3021,79295,6328.61,
713929533,Blue,125,0,82,16/04/2023,Week-16,Q2,2023,1707,0,2060,52,0,Swipe ,Fuel,391.4,0,3022,20925,2576.4,
713930433,Blue,125,0,77,16/04/2023,Week-16,Q2,2023,4316,0,1920,53,0,Swipe ,Entertainment,518.4,0,3023,18499,2563.4,
713931258,Blue,495,0,153,16/04/2023,Week-16,Q2,2023,1438.3,0,1988,42,0,Swipe ,Entertainment,258.44,0,3024,19737,2741.44,
713933658,Blue,270,0,89,16/04/2023,Week-16,Q2,2023,2463,1621,4118,70,0.658,Chip ,Fuel,823.6,0,3025,50765,5211.6,
713934633,Blue,150,0,107,16/04/2023,Week-16,Q2,2023,4423,2517,8935,87,0.569,Online ,Travel,2591.15,0,3026,117447,11676.15,
713935533,Silver,275,0,98,16/04/2023,Week-16,Q2,2023,19360,870,3966,78,0.045,Online ,Bills,674.22,0,3027,46348,4915.22,
713936583,Blue,100,1,78,16/04/2023,Week-16,Q2,2023,6224,1892,2187,58,0.304,Swipe ,Fuel,262.44,0,3028,23199,2549.44,
713937558,Blue,410,1,81,16/04/2023,Week-16,Q2,2023,3892,0,4318,74,0,Chip ,Entertainment,993.14,0,3029,57638,5721.14,
713940033,Blue,420,1,158,16/04/2023,Week-16,Q2,2023,2049,1460,3514,79,0.713,Chip ,Bills,281.12,0,3030,38201,4215.12,
713941158,Blue,175,0,76,16/04/2023,Week-16,Q2,2023,5222,2517,4433,81,0.482,Swipe ,Bills,620.62,0,3031,62351,5228.62,
713943783,Blue,285,0,109,16/04/2023,Week-16,Q2,2023,18001,906,1194,25,0.05,Swipe ,Entertainment,310.44,0,3032,9535,1789.44,
713944833,Blue,250,1,79,16/04/2023,Week-16,Q2,2023,24512,766,4561,78,0.031,Chip ,Entertainment,866.59,0,3033,68736,5677.59,
713945883,Blue,430,1,71,16/04/2023,Week-16,Q2,2023,2490,513,864,20,0.206,Swipe ,Bills,60.48,0,3034,2565,1354.48,
713947908,Blue,290,0,84,16/04/2023,Week-16,Q2,2023,1630,0,4426,91,0,Chip ,Bills,619.64,0,3035,61917,5335.64,
713948808,Blue,275,1,95,16/04/2023,Week-16,Q2,2023,1602,962,4873,97,0.6,Online ,Fuel,292.38,0,3036,82555,5440.38,
713949858,Blue,395,0,158,16/04/2023,Week-16,Q2,2023,1438.3,886,1674,42,0.616,Swipe ,Bills,435.24,0,3037,14975,2504.24,
713952558,Blue,175,1,80,16/04/2023,Week-16,Q2,2023,1790,1474,2128,40,0.823,Chip ,Entertainment,340.48,0,3038,21987,2643.48,
713953383,Blue,150,0,112,16/04/2023,Week-16,Q2,2023,2317,0,2214,41,0,Swipe ,Bills,265.68,0,3039,23599,2629.68,
713956308,Blue,275,0,49,16/04/2023,Week-16,Q2,2023,3297,2297,1894,56,0.697,Swipe ,Bills,492.44,0,3040,17924,2661.44,
713957283,Blue,500,0,76,16/04/2023,Week-16,Q2,2023,3214,0,2119,44,0,Swipe ,Entertainment,275.47,0,3041,21840,2894.47,
713962233,Blue,100,1,104,16/04/2023,Week-16,Q2,2023,3035,2298,1877,37,0.757,Swipe ,Bills,488.02,0,3042,17589,2465.02,
713964858,Blue,100,1,92,16/04/2023,Week-16,Q2,2023,2792,887,4074,81,0.318,Swipe ,Entertainment,896.28,0,3043,49613,5070.28,
713965683,Platinum,460,1,83,16/04/2023,Week-16,Q2,2023,4380,0,17258,121,0,Chip ,Bills,3796.76,0,3044,237836,21514.76,
713967783,Blue,285,1,68,16/04/2023,Week-16,Q2,2023,2683,1707,1582,33,0.636,Swipe ,Entertainment,442.96,0,3045,14975,2309.96,
713971608,Blue,150,1,78,16/04/2023,Week-16,Q2,2023,7232,1830,4337,71,0.253,Swipe ,Fuel,1170.99,0,3046,58155,5657.99,
713972658,Blue,495,1,144,16/04/2023,Week-16,Q2,2023,5335,996,1454,43,0.187,Swipe ,Entertainment,276.26,0,3047,14421,2225.26,
713974533,Blue,200,1,84,16/04/2023,Week-16,Q2,2023,2555,1701,3127,45,0.666,Swipe ,Grocery,875.56,0,3048,34925,4202.56,
713975433,Blue,410,1,80,16/04/2023,Week-16,Q2,2023,8851,1753,14783,110,0.198,Swipe ,Grocery,1034.81,0,3049,184467,16227.81,
713976258,Blue,275,1,85,16/04/2023,Week-16,Q2,2023,1792,989,3102,63,0.552,Swipe ,Food,217.14,0,3050,34791,3594.14,
713977308,Blue,195,0,73,16/04/2023,Week-16,Q2,2023,34516,2061,3820,76,0.06,Chip ,Entertainment,611.2,0,3051,42831,4626.2,
713980383,Blue,125,0,99,16/04/2023,Week-16,Q2,2023,11025,0,1902,28,0,Swipe ,Entertainment,304.32,0,3052,18102,2331.32,
713981283,Blue,200,0,82,16/04/2023,Week-16,Q2,2023,2814,2162,4271,88,0.768,Swipe ,Fuel,1195.88,0,3053,55977,5666.88,
713982108,Blue,360,1,109,16/04/2023,Week-16,Q2,2023,3418,0,1887,20,0,Swipe ,Bills,320.79,0,3054,17801,2567.79,
713983308,Blue,200,0,61,16/04/2023,Week-16,Q2,2023,3182,1928,1233,35,0.606,Swipe ,Entertainment,283.59,0,3055,10467,1716.59,
713984208,Blue,400,0,156,16/04/2023,Week-16,Q2,2023,5776,874,4029,72,0.151,Swipe ,Bills,765.51,0,3056,48080,5194.51,
713985183,Blue,195,0,98,16/04/2023,Week-16,Q2,2023,2799,2412,4634,91,0.862,Swipe ,Entertainment,278.04,0,3057,72082,5107.04,
713986908,Gold,200,1,77,16/04/2023,Week-16,Q2,2023,10748,1084,16541,126,0.101,Chip ,Fuel,1819.51,1,3058,235100,18560.51,
713987808,Blue,370,1,76,16/04/2023,Week-16,Q2,2023,5702,2165,14970,120,0.38,Chip ,Travel,3293.4,1,3059,192403,18633.4,
713989233,Blue,250,1,53,16/04/2023,Week-16,Q2,2023,14434,1927,1731,32,0.134,Swipe ,Fuel,450.06,1,3060,14975,2431.06,
713992158,Blue,475,0,97,16/04/2023,Week-16,Q2,2023,2159,1004,1353,30,0.465,Swipe ,Entertainment,230.01,1,3061,12269,2058.01,
713993208,Blue,195,0,85,16/04/2023,Week-16,Q2,2023,1438.3,0,4314,82,0,Swipe ,Bills,992.22,1,3062,57490,5501.22,
